workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch,workout_type_clean,workout_date,workout_month,day_of_week,hour_of_day,calories_per_min,join_date,age,gender,city,membership_type,height_cm,weight_kg,referral_source,is_student,gender_clean,city_clean,height_m,BMI,age_group,tenure_days
1142,84,2024-10-04 14:00:00,Class,54.0,249.9,119.5,4.0,Marina Mall,Class,2024-10-04,2024-10-01,Friday,14,4.627777777777778,2024-02-05,27.0,Male,Sharjah,Basic,169.6,85.2,Friend,0,Male,Sharjah,1.696,29.620194019223927,26-35,242
1143,84,2024-07-09 17:45:00,Cardio,41.0,323.3,147.0,4.0,Yas Mall,Cardio,2024-07-09,2024-07-01,Tuesday,17,7.885365853658537,2024-02-05,27.0,Male,Sharjah,Basic,169.6,85.2,Friend,0,Male,Sharjah,1.696,29.620194019223927,26-35,155
1144,85,2024-04-21 20:00:00,Cardio,52.0,399.4,131.3,3.0,Marina Mall,Cardio,2024-04-21,2024-04-01,Sunday,20,7.68076923076923,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,75
1145,85,2024-12-13 06:00:00,Class,57.0,317.6,136.5,2.0,Corniche,Class,2024-12-13,2024-12-01,Friday,6,5.571929824561404,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,311
1146,85,2024-06-21 21:45:00,Cardio,48.0,389.3,119.4,3.0,Yas Mall,Cardio,2024-06-21,2024-06-01,Friday,21,8.110416666666667,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,136
1147,85,2024-04-27 21:00:00,Cardio,51.0,388.4,128.4,4.0,Downtown,Cardio,2024-04-27,2024-04-01,Saturday,21,7.6156862745098035,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,81
1148,85,2024-08-05 08:30:00,Strength,54.0,318.1,100.4,4.0,Yas Mall,Strength,2024-08-05,2024-08-01,Monday,8,5.890740740740741,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,181
1149,85,2024-02-24 18:00:00,Class,40.0,272.1,138.8,5.0,Corniche,Class,2024-02-24,2024-02-01,Saturday,18,6.8025,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,18
1150,85,2024-07-10 22:00:00,Strength,55.0,357.2,130.2,5.0,Marina Mall,Strength,2024-07-10,2024-07-01,Wednesday,22,6.494545454545454,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,155
1151,85,2024-09-14 10:15:00,Cardio,69.0,674.4,122.5,4.0,Corniche,Cardio,2024-09-14,2024-09-01,Saturday,10,9.773913043478261,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,221
1152,85,2024-04-27 08:30:00,Strength,38.0,217.7,144.2,2.0,Downtown,Strength,2024-04-27,2024-04-01,Saturday,8,5.728947368421053,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,81
1153,85,2024-07-25 20:45:00,Strength,44.0,227.1,132.7,4.0,Yas Mall,Strength,2024-07-25,2024-07-01,Thursday,20,5.161363636363636,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,170
1154,85,2024-05-13 11:00:00,Strength,53.0,381.0,140.5,5.0,Corniche,Strength,2024-05-13,2024-05-01,Monday,11,7.188679245283019,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,97
1155,85,2024-12-28 10:30:00,Class,73.0,423.1,120.1,5.0,Marina Mall,Class,2024-12-28,2024-12-01,Saturday,10,5.795890410958904,2024-02-06,45.0,Female,Dubai,Standard,173.4,77.7,Walk-in,0,Female,Dubai,1.734,25.84180425681366,36-45,326
1156,86,2024-09-05 17:15:00,Class,51.0,244.4,131.7,3.0,Marina Mall,Class,2024-09-05,2024-09-01,Thursday,17,4.792156862745098,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,117
1157,86,2024-09-17 20:30:00,CARDIO,61.0,436.4,118.7,5.0,Downtown,Cardio,2024-09-17,2024-09-01,Tuesday,20,7.154098360655738,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,129
1158,86,2024-12-14 14:00:00,Cardio,37.0,328.7,137.3,3.0,Marina Mall,Cardio,2024-12-14,2024-12-01,Saturday,14,8.883783783783784,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,217
1159,86,2024-06-30 06:15:00,Strength,49.0,256.3,124.2,3.0,Marina Mall,Strength,2024-06-30,2024-06-01,Sunday,6,5.2306122448979595,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,50
1160,86,2024-12-14 18:00:00,Yoga,50.0,329.0,135.9,4.0,Marina Mall,Yoga,2024-12-14,2024-12-01,Saturday,18,6.58,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,217
1161,86,2024-06-10 10:00:00,Yoga,51.0,278.3,156.3,1.0,Yas Mall,Yoga,2024-06-10,2024-06-01,Monday,10,5.456862745098039,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,30
1162,86,2024-10-21 09:30:00,Cardio,56.0,422.6,136.9,3.0,Marina Mall,Cardio,2024-10-21,2024-10-01,Monday,9,7.546428571428572,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,163
1163,86,2024-07-26 21:30:00,Cardio,56.0,416.0,148.6,3.0,Corniche,Cardio,2024-07-26,2024-07-01,Friday,21,7.428571428571429,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,76
1164,86,2024-12-23 10:45:00,cardio,64.0,546.9,115.9,3.0,Corniche,Cardio,2024-12-23,2024-12-01,Monday,10,8.5453125,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,226
1165,86,2024-08-24 19:45:00,Cardio,40.0,255.4,145.6,3.0,Corniche,Cardio,2024-08-24,2024-08-01,Saturday,19,6.385,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,105
1166,86,2024-12-03 10:45:00,Cardio,45.0,366.8,139.0,5.0,Corniche,Cardio,2024-12-03,2024-12-01,Tuesday,10,8.151111111111112,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,206
1167,86,2024-12-21 10:30:00,Cardio,90.0,684.5,145.7,1.0,Marina Mall,Cardio,2024-12-21,2024-12-01,Saturday,10,7.605555555555555,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,224
1168,86,2024-12-29 12:30:00,Cardio,60.0,450.7,132.9,4.0,Downtown,Cardio,2024-12-29,2024-12-01,Sunday,12,7.511666666666667,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,232
1169,86,2024-11-11 20:00:00,Cardio,54.0,358.2,94.8,3.0,Marina Mall,Cardio,2024-11-11,2024-11-01,Monday,20,6.633333333333333,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,184
1170,86,2024-09-18 14:45:00,Class,54.0,395.7,121.9,2.0,Corniche,Class,2024-09-18,2024-09-01,Wednesday,14,7.3277777777777775,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,130
1171,86,2024-11-12 20:45:00,Cardio,64.0,556.4,131.0,5.0,Downtown,Cardio,2024-11-12,2024-11-01,Tuesday,20,8.69375,2024-05-11,21.0,Female,Al Ain,Premium,159.1,39.4,Friend,0,Female,Al Ain,1.591,15.565241472598261,18-25,185
1172,87,2023-12-14 13:30:00,Cardio,58.0,411.2,127.6,4.0,Marina Mall,Cardio,2023-12-14,2023-12-01,Thursday,13,7.089655172413793,2023-05-21,34.0,Male,abu dhabi,Standard,168.3,50.9,Social Media,1,Male,Abu Dhabi,1.683,17.970060960519174,26-35,207
1173,87,2024-03-18 19:30:00,Strength,63.0,347.9,118.1,5.0,Yas Mall,Strength,2024-03-18,2024-03-01,Monday,19,5.522222222222222,2023-05-21,34.0,Male,abu dhabi,Standard,168.3,50.9,Social Media,1,Male,Abu Dhabi,1.683,17.970060960519174,26-35,302
1174,87,2023-07-10 19:45:00,Class,37.0,220.9,142.4,3.0,Downtown,Class,2023-07-10,2023-07-01,Monday,19,5.97027027027027,2023-05-21,34.0,Male,abu dhabi,Standard,168.3,50.9,Social Media,1,Male,Abu Dhabi,1.683,17.970060960519174,26-35,50
1175,87,2023-06-13 19:45:00,Cardio,58.0,462.6,122.7,4.0,Yas Mall,Cardio,2023-06-13,2023-06-01,Tuesday,19,7.975862068965518,2023-05-21,34.0,Male,abu dhabi,Standard,168.3,50.9,Social Media,1,Male,Abu Dhabi,1.683,17.970060960519174,26-35,23
1176,87,2024-02-13 09:15:00,Strength,54.0,359.6,117.6,2.0,Yas Mall,Strength,2024-02-13,2024-02-01,Tuesday,9,6.65925925925926,2023-05-21,34.0,Male,abu dhabi,Standard,168.3,50.9,Social Media,1,Male,Abu Dhabi,1.683,17.970060960519174,26-35,268
1177,87,2023-12-05 16:45:00,Cardio,62.0,496.4,130.3,3.0,Corniche,Cardio,2023-12-05,2023-12-01,Tuesday,16,8.006451612903225,2023-05-21,34.0,Male,abu dhabi,Standard,168.3,50.9,Social Media,1,Male,Abu Dhabi,1.683,17.970060960519174,26-35,198
1178,87,2023-08-20 17:00:00,Yoga,74.0,480.1,99.8,3.0,Downtown,Yoga,2023-08-20,2023-08-01,Sunday,17,6.487837837837838,2023-05-21,34.0,Male,abu dhabi,Standard,168.3,50.9,Social Media,1,Male,Abu Dhabi,1.683,17.970060960519174,26-35,91
1179,87,2023-11-28 18:45:00,Cardio,49.0,407.4,116.3,3.0,Corniche,Cardio,2023-11-28,2023-11-01,Tuesday,18,8.314285714285713,2023-05-21,34.0,Male,abu dhabi,Standard,168.3,50.9,Social Media,1,Male,Abu Dhabi,1.683,17.970060960519174,26-35,191
1180,87,2023-12-05 07:45:00,Strength,40.0,272.2,131.3,5.0,Marina Mall,Strength,2023-12-05,2023-12-01,Tuesday,7,6.805,2023-05-21,34.0,Male,abu dhabi,Standard,168.3,50.9,Social Media,1,Male,Abu Dhabi,1.683,17.970060960519174,26-35,198
1181,87,2023-10-17 21:00:00,Cardio,61.0,509.7,126.0,2.0,Downtown,Cardio,2023-10-17,2023-10-01,Tuesday,21,8.355737704918033,2023-05-21,34.0,Male,abu dhabi,Standard,168.3,50.9,Social Media,1,Male,Abu Dhabi,1.683,17.970060960519174,26-35,149
1182,88,2024-06-03 09:45:00,Strength,54.0,69.2,145.2,4.0,Corniche,Strength,2024-06-03,2024-06-01,Monday,9,1.2814814814814814,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,161
1183,88,2024-03-07 20:00:00,Cardio,47.0,400.5,142.4,5.0,Corniche,Cardio,2024-03-07,2024-03-01,Thursday,20,8.52127659574468,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,73
1184,88,2024-07-15 18:45:00,Cardio,73.0,589.4,132.0,4.0,Yas Mall,Cardio,2024-07-15,2024-07-01,Monday,18,8.073972602739726,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,203
1185,88,2024-10-31 21:00:00,CARDIO,41.0,375.9,141.9,5.0,Marina Mall,Cardio,2024-10-31,2024-10-01,Thursday,21,9.168292682926829,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,311
1186,88,2024-02-10 21:30:00,Strength,43.0,260.8,130.2,3.0,Downtown,Strength,2024-02-10,2024-02-01,Saturday,21,6.065116279069768,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,47
1187,88,2024-07-04 17:30:00,Yoga,52.0,326.9,149.8,4.0,Yas Mall,Yoga,2024-07-04,2024-07-01,Thursday,17,6.286538461538461,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,192
1188,88,2024-10-24 16:15:00,Class,43.0,293.0,141.0,1.0,Marina Mall,Class,2024-10-24,2024-10-01,Thursday,16,6.813953488372093,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,304
1189,88,2024-02-08 07:00:00,cardio,46.0,348.4,137.4,5.0,Corniche,Cardio,2024-02-08,2024-02-01,Thursday,7,7.57391304347826,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,45
1190,88,2024-12-09 14:30:00,Cardio,32.0,262.2,128.5,3.0,Corniche,Cardio,2024-12-09,2024-12-01,Monday,14,8.19375,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,350
1191,88,2024-03-22 20:45:00,Cardio,83.0,642.2,132.3,5.0,Yas Mall,Cardio,2024-03-22,2024-03-01,Friday,20,7.7373493975903616,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,88
1192,88,2024-11-24 06:15:00,Cardio,54.0,403.4,111.9,5.0,Yas Mall,Cardio,2024-11-24,2024-11-01,Sunday,6,7.47037037037037,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,335
1193,88,2024-01-30 16:00:00,Strength,64.0,370.3,136.7,4.0,Downtown,Strength,2024-01-30,2024-01-01,Tuesday,16,5.7859375,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,36
1194,88,2024-12-15 17:45:00,Cardio,31.0,187.4,129.1,2.0,Downtown,Cardio,2024-12-15,2024-12-01,Sunday,17,6.04516129032258,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,356
1195,88,2024-03-30 10:30:00,cardio,54.0,428.7,114.5,2.0,Downtown,Cardio,2024-03-30,2024-03-01,Saturday,10,7.938888888888889,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,96
1196,88,2024-09-18 19:30:00,Cardio,46.0,373.5,130.3,5.0,Downtown,Cardio,2024-09-18,2024-09-01,Wednesday,19,8.119565217391305,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,268
1197,88,2024-08-27 15:30:00,Yoga,58.0,357.4,135.0,5.0,Downtown,Yoga,2024-08-27,2024-08-01,Tuesday,15,6.162068965517241,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,246
1198,88,2024-11-21 21:15:00,Strength,54.0,68.7,116.2,2.0,Marina Mall,Strength,2024-11-21,2024-11-01,Thursday,21,1.2722222222222224,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,332
1199,88,2024-06-18 17:45:00,Cardio,63.0,500.0,117.7,3.0,Yas Mall,Cardio,2024-06-18,2024-06-01,Tuesday,17,7.936507936507937,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,176
1200,88,2024-11-16 17:30:00,Strength,66.0,327.2,157.0,3.0,Yas Mall,Strength,2024-11-16,2024-11-01,Saturday,17,4.957575757575757,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,327
1201,88,2024-10-19 09:00:00,Strength,55.0,293.0,129.1,2.0,Marina Mall,Strength,2024-10-19,2024-10-01,Saturday,9,5.327272727272727,2023-12-25,33.0,Female,Dubai,Premium,176.7,99.2,Online Ad,0,Female,Dubai,1.767,31.771562465870392,26-35,299
1202,89,2024-11-01 20:00:00,Strength,67.0,378.2,125.6,4.0,Corniche,Strength,2024-11-01,2024-11-01,Friday,20,5.644776119402985,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,272
1203,89,2024-07-04 14:45:00,Cardio,74.0,570.1,148.3,3.0,Corniche,Cardio,2024-07-04,2024-07-01,Thursday,14,7.704054054054055,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,152
1204,89,2024-11-06 08:00:00,Cardio,49.0,392.6,144.0,1.0,Yas Mall,Cardio,2024-11-06,2024-11-01,Wednesday,8,8.012244897959183,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,277
1205,89,2024-07-30 07:45:00,Cardio,66.0,484.7,124.7,2.0,Corniche,Cardio,2024-07-30,2024-07-01,Tuesday,7,7.343939393939394,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,178
1206,89,2024-11-21 18:15:00,Cardio,67.0,431.79999999999995,122.6,4.0,Corniche,Cardio,2024-11-21,2024-11-01,Thursday,18,6.4447761194029844,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,292
1207,89,2024-08-11 18:45:00,Strength,42.0,276.6,152.5,4.0,Yas Mall,Strength,2024-08-11,2024-08-01,Sunday,18,6.585714285714286,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,190
1208,89,2024-04-10 21:00:00,Yoga,50.0,266.2,148.6,4.0,Corniche,Yoga,2024-04-10,2024-04-01,Wednesday,21,5.324,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,67
1209,89,2024-10-17 14:30:00,Strength,62.0,396.3,129.2,1.0,Yas Mall,Strength,2024-10-17,2024-10-01,Thursday,14,6.391935483870968,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,257
1210,89,2024-11-22 08:45:00,Cardio,60.0,437.6,113.6,5.0,Downtown,Cardio,2024-11-22,2024-11-01,Friday,8,7.293333333333334,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,293
1211,89,2024-09-06 20:30:00,Cardio,57.0,425.9,137.8,3.0,Corniche,Cardio,2024-09-06,2024-09-01,Friday,20,7.471929824561403,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,216
1212,89,2024-04-18 09:00:00,Cardio,62.0,516.3,154.9,3.0,Corniche,Cardio,2024-04-18,2024-04-01,Thursday,9,8.327419354838709,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,75
1213,89,2024-12-31 12:45:00,Cardio,42.0,321.9,125.8,4.0,Corniche,Cardio,2024-12-31,2024-12-01,Tuesday,12,7.664285714285714,2024-02-03,40.0,Female,Al Ain,Premium,160.0,74.3,Social Media,1,Female,Al Ain,1.6,29.023437499999993,36-45,332
1214,90,2024-10-22 20:00:00,Strength,74.0,522.4,170.1,4.0,Corniche,Strength,2024-10-22,2024-10-01,Tuesday,20,7.059459459459459,2023-11-06,34.0,Male,Abu Dhabi,Basic,163.6,77.2,Social Media,0,Male,Abu Dhabi,1.636,28.843682187457038,26-35,351
1215,90,2024-04-28 17:15:00,Cardio,54.0,414.2,139.7,3.0,Downtown,Cardio,2024-04-28,2024-04-01,Sunday,17,7.67037037037037,2023-11-06,34.0,Male,Abu Dhabi,Basic,163.6,77.2,Social Media,0,Male,Abu Dhabi,1.636,28.843682187457038,26-35,174
1216,90,2024-10-01 06:15:00,Yoga,47.0,350.8,139.7,3.0,Yas Mall,Yoga,2024-10-01,2024-10-01,Tuesday,6,7.463829787234043,2023-11-06,34.0,Male,Abu Dhabi,Basic,163.6,77.2,Social Media,0,Male,Abu Dhabi,1.636,28.843682187457038,26-35,330
1217,90,2024-01-25 21:00:00,Cardio,54.0,1684.3,148.5,5.0,Downtown,Cardio,2024-01-25,2024-01-01,Thursday,21,31.19074074074074,2023-11-06,34.0,Male,Abu Dhabi,Basic,163.6,77.2,Social Media,0,Male,Abu Dhabi,1.636,28.843682187457038,26-35,80
1218,90,2024-04-28 15:30:00,Strength,43.0,196.5,98.3,5.0,Yas Mall,Strength,2024-04-28,2024-04-01,Sunday,15,4.569767441860465,2023-11-06,34.0,Male,Abu Dhabi,Basic,163.6,77.2,Social Media,0,Male,Abu Dhabi,1.636,28.843682187457038,26-35,174
1219,90,2024-05-07 13:15:00,Cardio,71.0,581.4,142.3,2.0,Marina Mall,Cardio,2024-05-07,2024-05-01,Tuesday,13,8.188732394366196,2023-11-06,34.0,Male,Abu Dhabi,Basic,163.6,77.2,Social Media,0,Male,Abu Dhabi,1.636,28.843682187457038,26-35,183
1220,90,2024-07-29 11:45:00,Cardio,73.0,578.3,142.4,3.0,Downtown,Cardio,2024-07-29,2024-07-01,Monday,11,7.9219178082191775,2023-11-06,34.0,Male,Abu Dhabi,Basic,163.6,77.2,Social Media,0,Male,Abu Dhabi,1.636,28.843682187457038,26-35,266
1221,90,2024-07-28 17:15:00,Class,61.0,284.9,150.6,1.0,Yas Mall,Class,2024-07-28,2024-07-01,Sunday,17,4.670491803278688,2023-11-06,34.0,Male,Abu Dhabi,Basic,163.6,77.2,Social Media,0,Male,Abu Dhabi,1.636,28.843682187457038,26-35,265
1222,91,2024-07-06 08:45:00,Cardio,61.0,431.9,125.5,4.0,Corniche,Cardio,2024-07-06,2024-07-01,Saturday,8,7.080327868852459,2024-06-04,27.0,Female,Sharjah,Basic,158.3,110.4,Friend,1,Female,Sharjah,1.5830000000000002,44.05622116542272,26-35,32
1223,91,2024-10-10 09:15:00,Cardio,63.0,503.2,130.1,3.0,Downtown,Cardio,2024-10-10,2024-10-01,Thursday,9,7.987301587301587,2024-06-04,27.0,Female,Sharjah,Basic,158.3,110.4,Friend,1,Female,Sharjah,1.5830000000000002,44.05622116542272,26-35,128
1224,91,2024-09-11 19:15:00,Cardio,56.0,450.5,139.7,1.0,Marina Mall,Cardio,2024-09-11,2024-09-01,Wednesday,19,8.044642857142858,2024-06-04,27.0,Female,Sharjah,Basic,158.3,110.4,Friend,1,Female,Sharjah,1.5830000000000002,44.05622116542272,26-35,99
1225,91,2024-09-24 11:30:00,Yoga,54.0,72.7,119.5,3.0,Downtown,Yoga,2024-09-24,2024-09-01,Tuesday,11,1.3462962962962963,2024-06-04,27.0,Female,Sharjah,Basic,158.3,110.4,Friend,1,Female,Sharjah,1.5830000000000002,44.05622116542272,26-35,112
1226,91,2024-12-07 13:45:00,Strength,78.0,378.0,108.6,3.0,Yas Mall,Strength,2024-12-07,2024-12-01,Saturday,13,4.846153846153846,2024-06-04,27.0,Female,Sharjah,Basic,158.3,110.4,Friend,1,Female,Sharjah,1.5830000000000002,44.05622116542272,26-35,186
1227,91,2024-10-06 18:30:00,Cardio,54.0,481.6,152.0,3.0,Yas Mall,Cardio,2024-10-06,2024-10-01,Sunday,18,8.91851851851852,2024-06-04,27.0,Female,Sharjah,Basic,158.3,110.4,Friend,1,Female,Sharjah,1.5830000000000002,44.05622116542272,26-35,124
1228,91,2024-07-24 11:15:00,Strength,39.0,245.6,108.6,5.0,Downtown,Strength,2024-07-24,2024-07-01,Wednesday,11,6.297435897435897,2024-06-04,27.0,Female,Sharjah,Basic,158.3,110.4,Friend,1,Female,Sharjah,1.5830000000000002,44.05622116542272,26-35,50
1229,92,2024-04-07 13:30:00,Cardio,52.0,428.5,114.7,1.0,Yas Mall,Cardio,2024-04-07,2024-04-01,Sunday,13,8.240384615384615,2023-09-24,36.0,Male,Sharjah,Premium,175.4,77.2,Social Media,1,Male,Sharjah,1.754,25.093319846215657,36-45,196
1230,92,2024-01-28 19:00:00,Class,51.0,344.2,127.3,3.0,Corniche,Class,2024-01-28,2024-01-01,Sunday,19,6.749019607843137,2023-09-24,36.0,Male,Sharjah,Premium,175.4,77.2,Social Media,1,Male,Sharjah,1.754,25.093319846215657,36-45,126
1231,92,2023-12-02 06:00:00,Cardio,75.0,611.4,120.4,4.0,Marina Mall,Cardio,2023-12-02,2023-12-01,Saturday,6,8.152,2023-09-24,36.0,Male,Sharjah,Premium,175.4,77.2,Social Media,1,Male,Sharjah,1.754,25.093319846215657,36-45,69
1232,92,2024-01-15 19:15:00,Cardio,63.0,489.8,135.3,4.0,Corniche,Cardio,2024-01-15,2024-01-01,Monday,19,7.7746031746031745,2023-09-24,36.0,Male,Sharjah,Premium,175.4,77.2,Social Media,1,Male,Sharjah,1.754,25.093319846215657,36-45,113
1233,92,2023-10-10 16:30:00,Cardio,69.0,515.5,136.6,4.0,Marina Mall,Cardio,2023-10-10,2023-10-01,Tuesday,16,7.471014492753623,2023-09-24,36.0,Male,Sharjah,Premium,175.4,77.2,Social Media,1,Male,Sharjah,1.754,25.093319846215657,36-45,16
1234,92,2023-12-07 21:45:00,Strength,39.0,275.9,132.2,4.0,Corniche,Strength,2023-12-07,2023-12-01,Thursday,21,7.074358974358974,2023-09-24,36.0,Male,Sharjah,Premium,175.4,77.2,Social Media,1,Male,Sharjah,1.754,25.093319846215657,36-45,74
1235,92,2024-02-13 20:15:00,Cardio,52.0,429.6,137.2,4.0,Corniche,Cardio,2024-02-13,2024-02-01,Tuesday,20,8.261538461538462,2023-09-24,36.0,Male,Sharjah,Premium,175.4,77.2,Social Media,1,Male,Sharjah,1.754,25.093319846215657,36-45,142
1236,92,2024-06-23 14:30:00,Cardio,40.0,325.6,136.5,3.0,Yas Mall,Cardio,2024-06-23,2024-06-01,Sunday,14,8.14,2023-09-24,36.0,Male,Sharjah,Premium,175.4,77.2,Social Media,1,Male,Sharjah,1.754,25.093319846215657,36-45,273
